Código;Cliente;Data Pedido;Data Entrega;Valor Pedido;Situação
1579;Joanderson Ary Schuch;2011-11-18;2011-11-28;1820.24;A;

1580;Cledimara Laurindo Sodre;2010-08-07;2010-08-17;7943.43;C;

1581;Jureci Arceli Balba;2010-06-21;2010-07-02;8177.46;Q;

1582;Rosimar Roseli Krauspenhar;2010-04-19;2010-04-29;7265.92;A;

1583;Macline Lindomar Pfeiffer;2008-09-11;2008-09-21;2209.33;I;

1584;Cleice Saraiva Sutero;2009-12-29;2010-01-06;1146.31;A;

1585;Nair Felizetti Brandt;2014-05-19;2014-05-29;1807.46;A;

1586;Tarcio Yoshiko Martira;2011-03-06;2011-03-16;212.71;A;

1587;Zolmira Michael Prado;2014-10-06;2014-10-16;8190.76;A;

1588;Jussicleide S.Da Wurfel;2013-07-18;2013-07-28;4141.26;C;

1589;Joacir Morinel Breyer;2013-03-19;2013-03-29;4563.35;I;

1590;Iduina Avila Possel;2011-01-01;2011-01-11;2139.82;C;

1591;Rivanira Florentina S.Peixoto;2010-08-09;2010-08-19;4159.91;I;

1592;Auxiliadora Christine Ferareis;2014-07-04;2014-07-14;7537.9;C;

1593;Roselia Magalhaes Dessbesell;2011-12-20;2011-12-29;8317.81;I;

1594;Aquires Alcione Pioner;2010-11-06;2010-11-16;7772.05;C;

1595;Edi Daiana Bohler;2008-09-24;2008-10-03;2772.01;C;

1596;Leuca Heckler Habib;2010-07-08;2010-07-18;8931.32;I;

1597;Elivalda Spohr Huther;2015-01-08;2015-01-18;798.21;A;

1598;Marciele Rothmund Kovalski;2015-02-02;2015-02-12;7648.71;Q;

1599;Valdilene Amaral Ramires;2016-01-08;2016-01-18;8132.61;I;

1600;Seledir L. do Jacques;2011-04-12;2011-04-22;6668.31;Q;

1601;Valterubens Negreiros Rosario;2015-10-05;2015-10-15;3713.51;A;

1602;Cassilene Ellwanger Rothe;2011-11-24;2011-12-07;4582.55;I;

1603;Adio Bento Agala;2011-10-06;2011-10-16;3455.59;Q;

3971;Dalvanir Catarino Martim;2015-10-12;2015-10-22;9839.22;C;

3972;Alexander Venancio Nonnemacher;2013-02-26;2013-03-07;6527.72;I;

3973;Valdizia Eloisa Lorensett;2016-02-08;2016-02-18;1270.82;A;

3974;Claudiomiro Loreci Pardo;2016-04-26;2016-05-05;5798.97;Q;

3975;Sirdilene Joelso Arvalino;2009-09-23;2009-10-02;7737.22;A;

3976;Uildevan M.Bento Nonato;2011-02-16;2011-02-26;3644.43;C;

3977;Derci Villas Wurfel;2008-12-27;2009-01-04;6137.15;Q;

3978;Adelibio Vasconcelos Basei;2015-02-22;2015-03-03;3647.22;C;

3979;Heder Gama Colassiol;2009-09-13;2009-09-23;9448.56;C;

3980;Werney O.Casarin Reupert;2008-08-12;2008-08-22;161.6;C;

3981;Kenio Neuzisse Rost;2011-05-19;2011-05-29;5063.6;A;

3982;Maigon Aderivaldo Bertissolo;2011-06-05;2011-06-15;4524.01;A;

3983;Valdezan Rodrigues Somacal;2010-09-06;2010-09-16;7246.45;I;

3984;Erivelton Sant'Ana Paixao;2015-09-11;2015-09-21;7108.34;I;

3985;Aureo Oreste Pletsch;2013-01-03;2013-01-13;7057.98;A;

3986;Lindiane Aline Kappes;2013-07-21;2013-07-31;3033.54;A;

3987;Eveliz Webber Sena;2008-12-29;2009-01-08;9312.62;C;

3988;Nanci Mesquita Pernambuco;2009-09-28;2009-10-07;3813.92;I;

3989;Tais Nardi F.Nascimento;2010-10-12;2010-10-22;7871.29;A;

3990;Elina Jeruza Strassburger;2012-07-03;2012-07-13;1749.04;Q;

3991;Iraides Venderlei Silvestre;2011-03-25;2011-04-05;9209.19;Q;

3992;Alino Appelt Lenzi;2013-07-08;2013-07-18;8829.73;Q;

3993;Wenceslau Roza Hennemann;2016-03-27;2016-04-07;9784.8;I;

3994;Joelcio Katiana Pitsch;2015-07-31;2015-08-10;1428.34;C;

3995;Enilda Dorico Tura;2008-08-04;2008-08-14;3929.17;A;

3996;Ramon Eliane Sobrinho;2014-09-22;2014-10-01;103.99;C;

3997;Aroldo Noeli Lacerda;2008-11-22;2008-12-05;8149.28;A;

4401;Altamir Alfeu Foscarini;2009-05-20;2009-05-30;998.35;C;

4402;Joeli Abilio Klimck;2012-02-22;2012-03-02;4310.73;I;

4403;Petronila Diel Gros;2014-07-28;2014-08-06;7501.37;A;

4404;Salvador Gerci Narcizo;2010-10-18;2010-10-28;4325.46;C;

4405;Joelinton Leffa Halmenschlager;2009-04-30;2009-05-10;8406.91;Q;

4406;Sadir Alberto Carqueija;2012-05-06;2012-05-16;566.64;C;

4407;Ivanei Pierzchalski Rumpel;2015-05-14;2015-05-24;3378.93;Q;

4408;Danielly Elisandra Contreira;2010-01-15;2010-01-25;9205.59;C;

4409;Eda Geovania Groff;2015-12-27;2016-01-03;689.27;C;

4410;Alan Severino Gayger;2010-01-11;2010-01-21;3687.34;I;

4411;Mayane Carmelia Nobrega;2015-01-03;2015-01-13;798.15;C;

4412;Ramoncito Marlene Dornelles;2011-04-24;2011-05-03;5700.67;I;

4413;Cleidival Sandoval Mauser;2014-09-19;2014-09-29;2369.5;I;

4414;Marilin Pertuzzatti Menezes;2012-04-05;2012-04-15;3357.09;Q;

4415;Irismar Cristiana Sertao;2011-04-20;2011-04-30;4934.73;C;

4416;Soeli Geocking Carniel;2008-07-03;2008-07-13;7231.7;A;

4417;Wendrio Nedel Fonseca;2009-09-14;2009-09-24;3210.1;Q;

4418;Waldineia Juliberto Barchfeld;2008-12-02;2008-12-12;1740.13;C;

4419;Geinisson Liceu Aires;2009-06-02;2009-06-12;6277.51;I;

4420;Darceli Lenice Passamani;2016-05-24;2016-06-03;6240.7;A;

4421;Sidileia Moehlecke Filgueiras;2011-04-14;2011-04-24;4571.5;I;

4422;Lineo Polesso Benedett;2011-10-01;2011-10-11;5089.4;A;

4423;Vidalicio Corvelo Pohren;2010-10-09;2010-10-19;974.6;A;

4424;Herivelton Muniz Paulo;2010-05-15;2010-05-25;1429.61;A;

4425;Tamares Damascena Waszilewski;2011-01-02;2011-01-12;2928.59;I;

4426;Evonildo Leocrecia Izaguirres;2015-10-26;2015-11-05;5942.11;C;

4427;Andria Coimbra Telles;2012-03-11;2012-03-21;9807.61;A;

4428;Janeti Nazario Raber;2012-11-24;2012-12-07;8445.93;C;

4429;Stewam Persch Klazer;2013-10-30;2013-11-09;4175.4;A;

4430;Deila Durval Camargo.;2011-06-04;2011-06-14;123.13;A;

4431;Aldeon Dionisio Fauth;2011-05-01;2011-05-11;4446.93;I;

4432;Robelia B. Correia. Bonifacio;2011-01-22;2011-02-02;4561.89;C;

4433;Vandre Gollmann Fleck;2014-05-07;2014-05-17;6676.11;I;

4434;Ludinara Pompeo Fernandes;2014-11-02;2014-11-12;1468.96;A;

4435;Flankio Filimbertti Sepulvida;2012-03-08;2012-03-18;92.85;I;

4436;Idnaldo Alex Kochhan;2013-06-13;2013-06-23;4154.99;I;

4437;Enisio Oreques Schumacher;2008-10-29;2008-11-08;8348.15;C;

4438;Nelba Eder Frison;2009-02-18;2009-02-28;438.77;Q;

4439;Edes Aguirre Flesch;2009-02-04;2009-02-14;9545.71;A;

4440;Werles Fabio Dalmina;2012-08-31;2012-09-10;2258.31;C;

4441;Alvanir O.Melo Port;2009-03-27;2009-04-07;1900.63;I;

4442;Carina N.Oliveira Paz;2014-10-12;2014-10-22;3335.28;I;

4443;Adesio Palhano Emygdio;2009-12-28;2010-01-04;8369.76;Q;

4444;Juselino Anchieta Caetan;2015-09-29;2015-10-08;6995.79;A;

4445;Elisnara Palmeira Bortolotti;2008-07-29;2008-08-07;4000.22;Q;

4446;Irlene Carlos Kettermann;2011-06-22;2011-07-03;5088.94;A;

4447;Jossaine Sagas Almeida;2015-07-17;2015-07-27;6241.13;A;

4448;Marleide Giovannini Jandiroba;2014-06-15;2014-06-25;3716.38;I;

4449;Naian Sidinei Moresco;2010-01-25;2010-02-05;6541.29;I;

4450;Teronildes Lovane Caceles;2014-08-07;2014-08-17;5873.13;A;

4451;Angelita F.Steigleder Dilkin;2014-04-09;2014-04-19;1204.31;C;

4452;Oliver Irala Michel;2009-06-14;2009-06-24;3230.2;Q;

4453;Sodimar Bujes Allgayer;2014-04-09;2014-04-19;1569.83;C;

4454;Jarede Egon Kruger;2014-05-17;2014-05-27;2872.76;I;

4455;Jakceles Mariluci Poltronieri;2016-05-11;2016-05-21;3135.05;Q;

4456;Jusciaria Pretto Provin;2015-03-28;2015-04-08;3916.94;A;

4457;Adenildo Leodoro Tejera;2015-02-22;2015-03-03;253.84;A;

4458;Vilmar Paula Martira;2012-08-07;2012-08-17;7309.98;A;

4459;Eliandra Zeppenfeld Maynard;2014-08-15;2014-08-25;2772.39;I;

4460;Juracema Naloski Langner;2008-09-22;2008-10-01;2583.31;I;

4461;Vanilson Franz Brocco;2015-09-11;2015-09-21;679.76;A;

4462;Adir Cancino Frai;2009-09-14;2009-09-24;7815.86;C;

4463;Cleidimaria Norma Bones;2010-11-21;2010-12-04;3768.48;C;

4464;Lafaiete Brandizia Bahia;2015-07-06;2015-07-16;7355.38;A;

4465;Aleide Valdivino Finger;2009-08-12;2009-08-22;5146.29;I;

4466;Ederlon Jordano Magalhaes;2013-08-13;2013-08-23;881.0;Q;

4467;Cristovam Elissandra Aguida;2011-02-04;2011-02-14;9845.66;I;

4468;Jerluzia Fernanda Engelmann;2015-07-22;2015-07-31;718.65;C;

4469;Euclivio Bonadiman Groeff;2011-06-27;2011-07-08;3785.86;C;

4470;Jocirlene Lidiana Noetzold;2015-06-28;2015-07-09;4481.43;A;

4471;Elba Gobira Sperb;2013-02-26;2013-03-07;9480.01;Q;

4472;Joabe Binsfeld Torres;2015-07-09;2015-07-19;5100.73;C;

4473;Germanio Delmiro Mueller;2011-04-19;2011-04-29;5065.41;A;

4474;Erivelto Jucilene Sonza;2016-04-10;2016-04-20;4648.28;C;

4475;Giovana Anhaia Komuinski;2009-12-03;2009-12-13;3237.49;Q;

4476;Edinice Silesio Eninger;2009-05-09;2009-05-19;8561.72;I;

4477;Claudemira Schepelski Cuz;2016-04-05;2016-04-15;179.34;Q;

4478;Lezio Carmem Rick;2013-05-02;2013-05-12;7205.74;C;

4479;Jardelina Lesina Gauer;2014-03-19;2014-03-29;5135.99;I;

4480;Anaiza Urbano Molina;2011-09-24;2011-10-03;9459.88;C;

4481;Aydi Iraci Fauda;2008-08-27;2008-09-07;1816.25;Q;

4482;Raimunda Dalberto Rockembach;2015-12-29;2016-01-05;1012.93;I;

4483;Ednildo Rosemeri Koch;2008-09-27;2008-10-06;1677.13;I;

4484;Albani Gilcimara Exemberger;2014-10-23;2014-11-02;5735.23;Q;

4485;Herlanda Motta Karloh;2010-07-24;2010-08-02;2985.89;Q;

4486;Ronilson Vera Schuler;2013-04-23;2013-05-02;7571.98;I;

4487;Huerbson Valmocir Ariatti;2010-02-03;2010-02-13;8468.83;Q;

4488;William Reginaldo Jochins;2014-09-18;2014-09-28;6919.95;C;

4489;Elemar Souzados Oyarzabal;2008-10-02;2008-10-12;8768.94;I;

4490;Odilar Enide Vrubleski;2015-01-13;2015-01-23;2855.24;C;

4491;Aldeci Rozenilda Brocco;2014-09-26;2014-10-05;6728.3;I;

4492;Rosildo Peters da Silva;2014-08-23;2014-09-03;9017.92;A;

4493;Catiele Mery Erthal;2012-02-03;2012-02-13;8244.63;Q;

4494;Gilmaria Lucidalva Model;2013-01-01;2013-01-11;3315.18;A;

4495;Maylan Dario Brand;2016-01-04;2016-01-14;9603.69;I;

4496;Ian Hermano Battisti;2015-04-14;2015-04-24;7036.92;Q;

4497;Jocenara Trevizani Miciula;2015-11-18;2015-11-28;4206.28;C;

4498;Miracy Valmir Mangueira;2015-11-13;2015-11-23;8216.42;A;

4499;Idalane Rozimar Netto;2011-08-22;2011-09-02;7704.45;C;

4500;Alberico Tatiana Leites;2012-01-30;2012-02-09;7776.08;A;

4501;Ori Benegas Estulano;2013-10-13;2013-10-23;9560.37;A;

4502;Neida Vieiro Kruger;2008-10-18;2008-10-28;5722.14;A;

4503;Heverton R.Silva Kroeff;2008-07-05;2008-07-15;8807.12;I;

4504;Deyvid Sinara Brochier;2015-05-07;2015-05-17;1607.7;I;

4505;Jeiza Julio Schumann;2008-10-04;2008-10-14;522.41;Q;

6660;Aldeci Rozenilda Brocco;2010-08-10;2010-08-20;4431.8;I;

6661;Estela Loreno Fidencio;2009-09-16;2009-09-26;1792.92;C;

6662;Ednilton Marineuza Faleiro;2013-12-21;2013-12-29;1739.17;Q;

6663;Waldemar F.da Noronha;2013-07-31;2013-08-09;79.5;C;

6664;Julemar Morena Strottmann;2012-02-23;2012-03-03;8261.04;Q;

6665;Elisiana Capuruco Prazeres;2012-10-11;2012-10-21;3377.82;Q;

6666;Izailde Barckfeld Kettermann;2008-10-08;2008-10-18;2060.08;I;

6667;Alfrina Costodio Couto;2015-11-05;2015-11-15;8312.91;I;

6668;Herberto Belmonte Moz;2015-01-18;2015-01-28;4439.52;A;

6669;Roseli Raphael Berz;2008-08-10;2008-08-20;8308.54;C;

6670;Aelma Leoni Hise;2013-12-02;2013-12-12;3655.65;I;

6671;Jocilea Mensch Fusinato;2012-10-29;2012-11-08;5388.84;I;

6672;Hilka Jaelma Delfino;2016-01-18;2016-01-28;2238.3;A;

6673;Hogue S.Oliveira S.Marques;2015-03-08;2015-03-18;4276.33;Q;

6674;Cheiziane Marliza Viacava;2014-09-19;2014-09-29;3916.23;A;

6675;Naraildes Aelton Kaizer;2009-02-20;2009-03-01;3726.24;I;

6676;Eleana Prudente Filipini;2015-11-17;2015-11-27;6574.96;A;

6677;Jarles Guimares Possam;2009-08-13;2009-08-23;9726.57;I;

6678;Isael Dinair Vasconcelos;2011-08-22;2011-09-02;2031.49;I;

6679;Jocivaldo Aleide Buigo;2016-04-18;2016-04-28;7786.62;C;

6892;Clacy Alexandra Koch;2008-11-02;2008-11-12;9084.69;Q;

6893;Marileti Leonhardt Ferreiira;2011-07-08;2011-07-18;2138.66;A;

6894;Janilete Mariseti Ramos;2009-06-11;2009-06-21;9261.69;A;

6895;Valdineire Carlinhos Saletti;2014-05-29;2014-06-08;2865.7;Q;

6896;Edorilda Giliardi Scariott;2010-08-15;2010-08-25;942.94;I;

6897;Marilandia Cerveira Louis;2013-04-10;2013-04-20;6338.79;Q;

6898;Dionil Dandolini Stuker;2011-04-02;2011-04-12;9729.72;I;

6899;Rubelar Rosilei Hoher;2014-04-25;2014-05-04;2928.87;I;

6900;Reginaldo Cavalvante Diaz;2016-04-18;2016-04-28;3944.1;I;

6901;Helci Schlowin Zitkoski;2013-08-30;2013-09-10;1068.58;C;

6902;Idelcio Daiany Grams;2014-09-27;2014-10-06;2328.65;C;

6903;Devaldir V. de Memlak;2008-10-09;2008-10-19;5434.73;I;

6904;Gilmarques Taborda Rodrigue;2015-04-16;2015-04-26;3460.04;A;

6905;Alessandro Muriel Konzen;2013-09-27;2013-10-06;7464.39;A;

6906;Teobaldo Spagnol Schaly;2013-04-09;2013-04-19;3055.38;C;

6907;Jezi Medeiro Laude;2013-12-25;2014-01-01;5834.02;A;

6908;Eladio Roz Ferminio;2011-05-25;2011-06-04;1847.64;I;

6909;Eriton Cleusa Pins;2013-12-28;2014-01-04;8970.04;Q;

6910;Carmem S.de Ganze;2014-07-17;2014-07-27;7082.85;I;

6911;Karllana Mauricia Cangussu;2009-01-23;2009-02-03;7284.76;I;

6912;Jucinei Geis Benetti;2016-02-18;2016-02-28;5037.84;Q;

6913;Cirleide Iloiva Strazburger;2015-01-16;2015-01-26;2674.57;Q;

6914;Emmerson Isabel Kinzel;2008-09-29;2008-10-08;3634.47;C;

6915;Ilva Teresinha Borges;2010-02-07;2010-02-17;5543.49;C;

6916;Noldi Scheffel Ghesla;2011-08-22;2011-09-02;3881.02;A;

6917;Berli Bellaver Chaves;2010-11-26;2010-12-09;954.15;A;

6918;Edicarlos Ironi Pesente;2009-12-11;2009-12-21;7922.52;Q;

6919;Icaro Gauterio Macieski;2008-10-05;2008-10-15;4792.38;Q;

6920;Marckele Waldir Vivian;2012-07-05;2012-07-15;7432.02;I;

6921;Welton Vantuir Hoerlle;2008-09-19;2008-09-29;9797.56;I;

6922;Janaina Elni Seibel;2009-02-25;2009-03-06;7347.99;A;

6923;Moizes Agenilson Ferreira;2010-08-17;2010-08-27;4807.83;A;

6924;Hedio Rudiney Meirelles;2014-09-17;2014-09-27;946.77;Q;

6925;Iderlandia Glacir Diedrich;2009-03-15;2009-03-25;870.39;A;

6926;Edivanio Dilamar Battker;2012-08-01;2012-08-11;3378.1;Q;

6927;Raul Debrair Grisa;2013-04-02;2013-04-12;5364.74;I;

6928;Loide Paulon Heberle;2015-07-08;2015-07-18;8121.71;Q;

6929;Ticiane Laurindo Diedrich;2013-12-22;2013-12-29;1469.88;Q;

6930;Malgarete Kaiper Sella;2010-12-06;2010-12-16;2998.37;I;

6931;Ivanildo Gil Caetano;2014-07-31;2014-08-09;2206.14;I;

6932;Tamiris Apolo Tempass;2012-04-16;2012-04-26;4436.4;Q;

6933;Deonir Tatiana Santinon;2013-08-16;2013-08-26;4378.74;A;

6934;Nazareno Niendicker Scaim;2009-10-16;2009-10-26;3748.64;Q;

6935;Neraci Rozenilda Dillemburg;2009-02-09;2009-02-19;7889.56;Q;

6936;Zenilda Spilmann Jionko;2012-03-05;2012-03-15;5773.93;C;

6937;Neivete Roseira Anunciacao;2014-11-20;2014-12-03;6701.03;A;

6938;Aldaires Aleildo Zuge;2010-10-06;2010-10-16;1223.85;Q;

6939;Francismar Suely Luduvice;2015-03-24;2015-04-04;4075.95;Q;

6940;Wladimir Claudionara Mewius;2015-01-17;2015-01-27;3247.37;A;

6941;Clerio Schnorr Gimenez;2009-03-06;2009-03-16;1000.08;C;

6942;Caciane Debortoli Weber;2010-10-20;2010-10-30;1012.0;C;

6943;Vergilio Edecio Pomponet;2011-04-14;2011-04-24;1613.8;A;

6944;Hamilton Elemar Klement;2016-02-17;2016-02-27;2402.14;A;

6945;Girlene T. S. de Specht;2011-01-06;2011-01-16;5655.95;I;

6946;Lindijane Bonadiman Marqueviski;2014-08-12;2014-08-22;3331.11;A;

6947;Weudes Ney Maria;2014-09-21;2014-09-30;2966.71;Q;

6948;Michell Goulart Macena;2016-02-28;2016-03-09;3082.81;Q;

6949;Erediane Vitorio Rorig;2008-08-16;2008-08-26;7185.2;A;

6950;Renati Furquim Both;2014-08-05;2014-08-15;7648.07;I;

6951;Vidalicio Nailton Pomponet;2012-11-26;2012-12-09;8364.95;A;

6952;Caibi Vanderli Raimundi;2010-11-01;2010-11-11;6137.36;A;

6953;Erinei Krug Lovato;2014-01-19;2014-01-30;7078.71;I;

6954;Bartolomeu Macedos Lang;2013-10-22;2013-11-01;7726.7;Q;

6955;Claudina Dutra Cafe;2014-08-09;2014-08-19;4880.88;I;

6956;Gersonita Kieling Artelosa;2011-09-03;2011-09-13;1928.97;Q;

6957;Floroaldo Icaro Fros;2010-12-16;2010-12-26;5696.75;C;

6958;Joneide Elizandro Schlling;2010-08-13;2010-08-23;800.46;Q;

6959;Samila Edimilson Nigro;2013-11-29;2013-12-11;1582.75;C;

6960;Necivaldo Graciele Cordeiro;2011-06-14;2011-06-24;8924.28;Q;

6961;Samara Graziani Storck;2013-12-25;2014-01-01;6043.75;A;

6962;Francisley Kellen David;2011-01-02;2011-01-12;8030.16;C;

6963;Jailsa Joenilza Terebinto;2009-12-21;2009-12-29;6274.04;I;

6964;Gercilene Evaristo Genari;2009-06-01;2009-06-11;3349.78;Q;

6965;Aneilton Lucas Tavares;2012-03-22;2012-04-02;832.49;Q;

6966;Lucinete Rohrig Cezimbra;2015-05-30;2015-06-09;5175.32;I;

9718;Deniz Dernevaldo Sutil;2013-08-05;2013-08-15;2631.58;Q;

9719;Erlande Roger Vargens;2012-03-13;2012-03-23;4598.92;Q;

9720;Keiliane Gnoatto Scherer;2014-07-28;2014-08-06;6283.4;Q;

9721;Sonete Hideo Kleinert;2013-03-26;2013-04-06;613.45;C;

9722;Jivanildo Joacir Trampuch;2012-02-08;2012-02-18;8410.76;I;

9723;Celidalva Diel Ortiz;2015-04-30;2015-05-09;9158.89;Q;

9724;Araildes Rosemar Rizzi;2010-09-16;2010-09-26;35.84;I;

9725;Evenir Felizetti Biberg;2015-01-24;2015-02-04;7461.26;A;

9726;Gelsimar Poeta Guilherme;2012-05-24;2012-06-03;6675.08;Q;

9727;Ivanita Dresch Ataido;2011-05-07;2011-05-17;309.02;A;

9728;Monica Zacarias Lodi;2008-10-20;2008-10-30;8997.41;A;

9729;Zilda Sidiamara Padilha;2011-10-24;2011-11-03;6649.28;I;

9730;Salomao Lucir Berguemaier;2010-04-23;2010-05-02;5766.2;C;

9731;Rosino Berkeuer Gengnagel;2012-11-20;2012-12-03;8135.05;A;

9732;Geiso Souzados Beche;2016-03-29;2016-04-09;8279.07;A;

9733;Geci Autenaldo Hack;2008-08-15;2008-08-25;6401.61;Q;

9734;Jerliana Izaquiel Osorio;2014-12-27;2015-01-03;8479.16;Q;

9735;Florisilas Dalcin Goncalves;2012-05-19;2012-05-29;4322.08;Q;

9736;Agenilton Gross Michinoski;2010-10-02;2010-10-12;7054.82;Q;

9737;Beatriz Aldo Sabbado;2011-02-02;2011-02-12;6895.69;C;

9738;Francielo Airto Colvero;2010-10-04;2010-10-14;6628.74;C;

9739;Luigi Amavel Satori;2016-04-29;2016-05-09;4063.52;Q;

9740;Dailsa Rosemary Sander;2012-02-28;2012-03-09;3740.44;A;

9741;Deimar G.Oliveira Bariviera;2011-01-09;2011-01-19;9459.38;A;

9742;Elinete Saiaonara Meneghel;2012-02-15;2012-02-25;4582.04;A;

9743;Katiana Dinis Leis;2009-10-18;2009-10-28;1359.43;Q;

9744;Claudomiro Prestes Rossato;2015-08-10;2015-08-20;9808.79;I;

9745;Oriomar Tiago Ledur;2015-11-24;2015-12-07;6356.22;I;

9746;Janailde Dinamara Bonfada;2009-04-05;2009-04-15;1203.69;C;

9747;Aelio Fritsch Geraldo;2009-03-09;2009-03-19;2624.72;C;

9748;Sabina Schwantes Bonfada;2015-03-16;2015-03-26;2086.69;I;

9749;Rosalvo Anderlei Irmao;2010-04-22;2010-05-01;8292.63;C;

9750;Isoleta Pandolfo Breyer;2013-11-09;2013-11-19;5832.39;I;

9751;Rodrigo Odair Ferminio;2010-03-02;2010-03-12;8282.46;I;

9752;Rafael Robelso Arrieche;2014-11-11;2014-11-21;7448.91;I;

9753;Candida Souto Hermann;2013-10-01;2013-10-11;8491.23;Q;

9754;Joetson S.Da Braz;2015-03-25;2015-04-05;3406.59;I;

9755;Atilio Hugo Bakof;2014-12-16;2014-12-26;7323.28;Q;

9756;Sinara Franca Polesso;2015-10-31;2015-11-10;6965.76;I;

9757;Evanilza Sara Facio;2014-07-11;2014-07-21;7684.61;A;

9758;Fledson Roosevelt Strapasson;2014-03-18;2014-03-28;5675.22;C;

9759;Enice Carime Mylius;2011-09-06;2011-09-16;3631.53;C;

9760;Marilza Geverson Grespan;2015-04-10;2015-04-20;9267.14;C;

9761;Johnatan Marino Vargas;2009-08-19;2009-08-29;8618.31;C;

9762;Vanderval Benjamim Wissniewski;2015-04-24;2015-05-03;6465.91;C;

9763;Sidicleis Anselmo Bona;2014-11-11;2014-11-21;8900.63;A;

9764;Osiel Rubens Saueressig;2015-04-15;2015-04-25;2204.59;A;

9765;Denisson Geib Ohlweiler;2015-09-19;2015-09-29;1890.53;A;

9766;Josemar Weiss Jardim;2014-01-23;2014-02-03;2243.57;Q;

9767;Geisa S.Marques Ruhmann;2010-03-29;2010-04-09;1459.62;A;

9768;Taisia Nereu Rosa;2016-02-19;2016-02-28;2912.57;A;

9769;Decio Ramos Toe;2009-09-18;2009-09-28;4261.74;C;

9770;Lise Beatriz Barater;2011-09-19;2011-09-29;4902.18;I;

9771;Janisson Darlei Altieri;2009-04-30;2009-05-10;7716.37;Q;

9772;Icaro Altamir Bronzoni;2010-01-27;2010-02-07;33.09;C;

9773;Ceser Yukie Flores;2011-06-09;2011-06-19;7203.62;A;

9774;Mauro Cazarotto Molgao;2008-10-07;2008-10-17;5948.35;A;

9775;Deive Lageano Jorix;2015-09-07;2015-09-17;6093.2;Q;

9776;Letiane Aldori Bagestao;2016-02-02;2016-02-12;6959.68;I;

9777;Theobaldo Gilva Ohlweiler;2012-10-25;2012-11-04;9604.45;I;

9778;Hoollas Motta Hax;2008-12-19;2008-12-29;1784.61;C;

9779;Marilin Pertuzzatti Menezes;2009-01-12;2009-01-22;2112.53;Q;

9780;Marivane Claudemiro Guterres;2014-05-01;2014-05-11;5754.89;A;

9781;Ezequias Godinho Batalha;2010-06-08;2010-06-18;2508.47;Q;

9782;Rosemere Denir Rannow;2011-04-10;2011-04-20;8581.48;Q;

9783;Alecksandra Carelli Cerezoli;2010-01-10;2010-01-20;6447.32;A;

9784;Marilin Pertuzzatti Menezes;2014-11-13;2014-11-23;5141.52;Q;

9785;Sivanildo Mariane Klumb;2013-03-20;2013-03-30;9162.8;I;

9786;Armandio Zimmer Bonifacio;2008-12-13;2008-12-23;5459.33;I;

9787;Edvandro Mark Ulguim;2013-10-11;2013-10-21;5245.83;C;

9788;Thaiene Maidana Brito;2012-08-31;2012-09-10;4087.22;A;

9789;Charli Manica Pospichil;2013-11-12;2013-11-22;4155.38;I;

9790;Marli Jovani Frai;2011-08-15;2011-08-25;7943.61;C;

6270;Dinama Contreira Brinker;2011-12-23;2011-12-30;6322.96;A;

6271;Vendelino Nazareno Fontes;2011-08-22;2011-09-02;5515.0;I;

6272;Jocenara Denti Lima;2011-07-22;2011-07-31;3095.65;A;

6273;Dermeval Rego Altmann;2013-11-04;2013-11-14;2965.15;C;

6274;Veronete Candia Streck;2008-12-24;2009-01-01;5935.03;A;

7468;Adecia Venderlei Hoff;2014-04-24;2014-05-03;1350.9;I;

7469;Mayane Yamauchi Otelo;2015-11-15;2015-11-25;6815.62;C;

7470;Simeao Marina Valandro;2014-04-13;2014-04-23;2809.05;A;

7471;Lindberg Eleandro Fackin;2011-09-13;2011-09-23;2722.37;C;

7472;Jervaldo Live Ayres;2014-12-05;2014-12-15;618.97;C;

7473;Jandreia Edmilson Sacchett;2010-07-27;2010-08-05;6095.87;I;

7474;Jucielma Maxtone H;2009-06-01;2009-06-11;342.09;C;

7475;Amerika Graca Fragata;2014-04-01;2014-04-11;2109.78;C;

7476;Jucivalda Fonseca Westhauser;2008-11-21;2008-12-04;5497.25;A;

7477;Antonieta Obermeier Kayser;2015-07-19;2015-07-29;1781.74;A;

7478;Prudente Grave Bauermann;2013-07-16;2013-07-26;4376.66;Q;

7479;Siane Helenara Hilgert;2010-06-26;2010-07-07;4409.59;C;

7480;Reivan Detanico Guimaraes;2010-03-25;2010-04-05;8096.68;C;

7481;Jarbes Carolina Lisboa;2011-09-12;2011-09-22;5181.2;C;

7482;Janeri Valadares Amarante;2010-11-20;2010-12-03;9425.81;I;

7483;Dejalmo Rudinei Caldas;2013-03-26;2013-04-06;2721.65;Q;

